BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point
Q1025,BARS,ROOSEVELT COURT & BEACH 9 ST,11691,Queens,QN14,31,40.60129886,-73.74526719,POINT (-73.74526719 40.60129886)
B2992,ERS,AVE M & EAST 15 ST,11230,Brooklyn,BK14,44,40.61801126,-73.96004232,POINT (-73.96004232 40.61801126)
X2731,ERS,SOUTHERN BLVD & FREEMAN ST,10459,Bronx,BX03,17,40.83013751,-73.89187594,POINT (-73.89187594 40.83013751)
B1154,ERS,NARROWS AVE & 83 ST,11209,Brooklyn,BK10,43,40.62759933,-74.03819615,POINT (-74.03819615 40.62759933)
X2626,ERS,PATTERSON AVE & SOUND VIEW AVE,10473,Bronx,BX09,18,40.81336241,-73.8577207,POINT (-73.8577207 40.81336241)
Q6072,ERS,95 AVE & 125 ST,11419,Queens,QN09,28,40.69381873,-73.82211114,POINT (-73.82211114 40.69381873)
Q5165,BARS,84 DR & BURDEN CRESCENT,11435,Queens,QN08,24,40.71098966,-73.81518745,POINT (-73.81518745 40.71098966)
Q3853,BARS,CLOVERDALE BLVD & BIRMINGTON PWAY,11364,Queens,QN11,23,40.75780539,-73.75601131,POINT (-73.75601131 40.75780539)
X3800,ERS,WEBSTER AVE & E 233 ST,10467,Bronx,BX12,11,40.89537702,-73.86355916,POINT (-73.86355916 40.89537702)
Q7779,BARS,32 AVE & 77 ST,11370,Queens,QN03,25,40.75719278,-73.89040318,POINT (-73.89040318 40.75719278)
X2563,ERS,WEBSTER AVE & E 167 ST,10456,Bronx,BX03,16,40.83073737,-73.91049011,POINT (-73.91049011 40.83073737)
B3883,ERS,BATH AVE & BAY 43 ST,11214,Brooklyn,BK13,47,40.59255278,-73.98798856,POINT (-73.98798856 40.59255278)
Q3276,BARS,ASTORIA BLVD S & 72 ST,11377,Queens,QN01,22,40.76654587,-73.8969808,POINT (-73.8969808 40.76654587)
X4069,ERS,HOLLYWOOD AVE & SCHURZ AVE,10465,Bronx,BX10,13,40.81476218,-73.81362281,POINT (-73.81362281 40.81476218)
Q1210,ERS,HANTZ RD & BEACH 44 ST,11691,Queens,QN14,31,40.59666463,-73.77584026,POINT (-73.77584026 40.59666463)
M0241,ERS,GOUVERNEUR ST 100' N OF WATER ST,10002,Manhattan,MN03,2,40.71156838,-73.98356056,POINT (-73.98356056 40.71156838)
R0412,BARS,YOUNG ST & VAN DUZER ST,10304,Staten Island,SI01,49,40.62114273,-74.08560513,POINT (-74.08560513 40.62114273)
X2851,ERS,WATSON AVE & TAYLOR AVE,10472,Bronx,BX09,18,40.82792584,-73.86449492,POINT (-73.86449492 40.82792584)
R1087,BARS,RIDGE AVE & VISTA AVE,10304,Staten Island,SI02,50,40.59886608,-74.09962943,POINT (-74.09962943 40.59886608)
Q0027,BARS,LGA - MARINE TERM BLDG,11371,Queens,LGA,21,40.77346066,-73.88577036,POINT (-73.88577036 40.77346066)
Q9661,ERS,MAYFAIR RD & 116 ST,11418,Queens,QN09,29,40.70603675,-73.83621608,POINT (-73.83621608 40.70603675)
X3169,ERS,VYSE AVE & E 181 ST,10460,Bronx,BX06,15,40.84468114,-73.87976095,POINT (-73.87976095 40.84468114)
B1439,ERS,5 AVE & 27 ST,11232,Brooklyn,BK07,38,40.65798963,-73.99691824,POINT (-73.99691824 40.65798963)
X3496,ERS,BRONX BLVD & ROSEWOOD ST,10467,Bronx,BX12,15,40.87328437,-73.87037667,POINT (-73.87037667 40.87328437)
Q5441,BARS,93 AVE & 222 ST,11428,Queens,QN13,23,40.7232005,-73.73357757,POINT (-73.73357757 40.7232005)
R2247,BARS,FINLEY AVE & MARINE WAY,10306,Staten Island,SI02,50,40.56396088,-74.10377535,POINT (-74.10377535 40.56396088)
R0751,BARS,HEBERTON AVE & PALMER AVE,10302,Staten Island,SI01,49,40.63218619,-74.13450679,POINT (-74.13450679 40.63218619)
Q3105,ERS,S/S QUEENS BLVD & 67 DR,11375,Queens,QN06,29,40.72578395,-73.8517836,POINT (-73.8517836 40.72578395)
Q7437,BARS,33 AVE & 14 ST,11106,Queens,QN01,22,40.76545369,-73.93419009,POINT (-73.93419009 40.76545369)
B1536,ERS,ALBEMARLE RD & MARLBOROUGH RDS,11226,Brooklyn,BK14,40,40.64678066,-73.9655996,POINT (-73.9655996 40.64678066)
B2541,ERS,16 AVE & 39 ST,11218,Brooklyn,BK12,39,40.63663932,-73.97968095,POINT (-73.97968095 40.63663932)
Q7990,BARS,E/S JUNCTION BLVD & 41 AVE,11373,Queens,QN04,21,40.74763428,-73.86863843,POINT (-73.86863843 40.74763428)
B1256,ERS,4 AVE & CARROLL ST,11215,Brooklyn,BK06,39,40.67614865,-73.98390049,POINT (-73.98390049 40.67614865)
R0407,BARS,CIRCLE LOOP N OF SCENIC LANE,10304,Staten Island,SI01,49,40.61370195,-74.0781714,POINT (-74.0781714 40.61370195)
M1130,ERS,EAST END AVE & E 82 ST,10028,Manhattan,MN08,5,40.77235083,-73.94665627,POINT (-73.94665627 40.77235083)
B0982,ERS,FULTON ST & CAMBRIDGE PL,11238,Brooklyn,BK02,35,40.68258743,-73.96261158,POINT (-73.96261158 40.68258743)
Q1288,ERS,BEACH CHANNEL DR & BEACH 69 ST,11692,Queens,QN14,31,40.59272958,-73.79812243,POINT (-73.79812243 40.59272958)
R1937,BARS,RICHMOND AVE & HILLMAN AVE,10314,Staten Island,SI02,50,40.61236316,-74.1592663,POINT (-74.1592663 40.61236316)
M1476,ERS,AC POWELL JR BLVD & W125 ST\M.L.KING JR BLVD,10027,Manhattan,MN10,9,40.80917389,-73.94845526,POINT (-73.94845526 40.80917389)
Q7081,ERS,CALAMUS AVE & 74 ST,11373,Queens,QN02,30,40.73453116,-73.88852286,POINT (-73.88852286 40.73453116)
Q5285,BARS,94 AVE & FRANCIS LEWIS BLVD,11428,Queens,QN13,23,40.71471005,-73.75470078,POINT (-73.75470078 40.71471005)
Q7836,BARS,NORTHERN BLVD & 94 ST,11369,Queens,QN03,25,40.75673156,-73.87420803,POINT (-73.87420803 40.75673156)
Q4884,BARS,121 ST & COVE CT/RIVERVIEW CONDO,11356,Queens,QN07,19,40.79436815,-73.84642965,POINT (-73.84642965 40.79436815)
M1201,ERS,MADISON AVE & E 91 ST,10128,Manhattan,MN08,4,40.78404455,-73.95648701,POINT (-73.95648701 40.78404455)
X4609,ERS,BAYSHORE AVE 500' N OF AMPERE AVE,10465,Bronx,BX10,13,40.84690527,-73.81647155,POINT (-73.81647155 40.84690527)
X3639,ERS,FISH AVE & NEEDHAM AVE,10469,Bronx,BX12,12,40.87847622,-73.85138374,POINT (-73.85138374 40.87847622)
R3124,BARS,MEREDITH AVE & W/S WEST SHORE XWAY/OVFD,10314,Staten Island,SI02,50,40.59792107,-74.19194622,POINT (-74.19194622 40.59792107)
B2422,ERS,FOSTER AVE & E 37 ST,11203,Brooklyn,BK17,45,40.63902452,-73.94153269,POINT (-73.94153269 40.63902452)
B1058,ERS,EMPIRE BLVD & ROGERS AVE,11225,Brooklyn,BK09,35,40.66372781,-73.95384851,POINT (-73.95384851 40.66372781)
Q7686,BARS,DITMARS BLVD & 94 ST,11369,Queens,QN03,21,40.770312,-73.87602198,POINT (-73.87602198 40.770312)
B0629,ERS,DEKALB AVE & WAVERLY AVE,11205,Brooklyn,BK02,35,40.68956106,-73.96711539,POINT (-73.96711539 40.68956106)
Q9651,ERS,ATLANTIC AVE & 117 ST,11419,Queens,QN09,29,40.69359241,-73.82970474,POINT (-73.82970474 40.69359241)
X4908,ERS,PERRY AVE & E BEDFORD PK BLVD,10458,Bronx,BX07,11,40.86956465,-73.88481523,POINT (-73.88481523 40.86956465)
Q4407,BARS,NEGUNDO AVE & UNION ST,11355,Queens,QN07,20,40.74903264,-73.8153897,POINT (-73.8153897 40.74903264)
R8703,ERS,W SHORE XWAY N/B 2200' N BLOOMFIELD AVE,10314,Staten Island,SI02,50,40.61770872,-74.17670201,POINT (-74.17670201 40.61770872)
X2223,ERS,GRAND CONCOURSE & E 149 ST,10451,Bronx,BX04,8,40.81855963,-73.92731653,POINT (-73.92731653 40.81855963)
R3672,ERS,PETRUS AVE & WAINWRIGHT AVE,10312,Staten Island,SI03,51,40.54676528,-74.16889214,POINT (-74.16889214 40.54676528)
Q2037,ERS,BRISTOL AVE & CENTREVILLE ST,11417,Queens,QN10,32,40.67129402,-73.83805986,POINT (-73.83805986 40.67129402)
M0470,ERS,1 AVE & E 14 ST,10009,Manhattan,MN06,2,40.73135013,-73.98255629,POINT (-73.98255629 40.73135013)
Q6408,BARS,HARDING XWAY S & MARATHON PWAY,11362,Queens,QN11,23,40.76032053,-73.73186245,POINT (-73.73186245 40.76032053)
B0772,ERS,BUSHWICK AVE & GROVE ST,11221,Brooklyn,BK04,34,40.69182299,-73.92223098,POINT (-73.92223098 40.69182299)
Q4097,BARS,39 AVE & 216 ST,11361,Queens,QN11,19,40.76611657,-73.76721281,POINT (-73.76721281 40.76611657)
B3373,ERS,GRAVESEND NECK RD & E 2 ST,11223,Brooklyn,BK15,47,40.59484993,-73.96915192,POINT (-73.96915192 40.59484993)
X2935,ERS,JEROME AVE & W 175 ST,10453,Bronx,BX05,14,40.84770328,-73.91216677,POINT (-73.91216677 40.84770328)
R0548,BARS,RICHMOND TERR & CLOVE RD,10310,Staten Island,SI01,49,40.63721009,-74.12688873,POINT (-74.12688873 40.63721009)
B1189,ERS,MARINE AVE & RIDGE BLVD,11209,Brooklyn,BK10,43,40.61789072,-74.03657161,POINT (-74.03657161 40.61789072)
B0926,ERS,FULTON ST & GARVEY BLVD/SUMNER AVE,11216,Brooklyn,BK03,36,40.67982743,-73.9375302,POINT (-73.9375302 40.67982743)
Q7284,BARS,QUEENS BLVD & 37 ST,11101,Queens,QN02,26,40.74447007,-73.92781782,POINT (-73.92781782 40.74447007)
B8557,ERS,NYCTA YARD AVE X & MCDONALD AVE S AREA,11223,Brooklyn,BK13,47,40.58957647,-73.97437285,POINT (-73.97437285 40.58957647)
Q2052,ERS,159 RD & LILY PL,11414,Queens,QN10,32,40.65980891,-73.83037186,POINT (-73.83037186 40.65980891)
Q6831,BARS,115 AVE & 228 ST,11411,Queens,QN13,27,40.69809473,-73.73048527,POINT (-73.73048527 40.69809473)
R3024,BARS,TARLTON ST 900' E OF MILL RD,10306,Staten Island,SI03,50,40.55207183,-74.11497494,POINT (-74.11497494 40.55207183)
B0198,BARS,BERRY & NORTH 12TH STS,11211,Brooklyn,BK01,33,40.72139774,-73.9560378,POINT (-73.9560378 40.72139774)
B2131,ERS,DE WITT AVE & VAN SINDEREN AVE,11236,Brooklyn,BK05,42,40.65582817,-73.89859704,POINT (-73.89859704 40.65582817)
Q6497,BARS,UNION TURNPIKE & 266 ST,11004,Queens,QN13,23,40.74960965,-73.7070741,POINT (-73.7070741 40.74960965)
X3383,ERS,GRAND AVE & W KINGSBRIDGE RD,10468,Bronx,BX07,14,40.86788084,-73.89942436,POINT (-73.89942436 40.86788084)
X2684,ERS,LAFAYETTE AVE & METCALF AVE,10473,Bronx,BX09,18,40.82036436,-73.87050126,POINT (-73.87050126 40.82036436)
Q5321,BARS,HILLSIDE AVE & 188 ST,11423,Queens,QN08,27,40.7151201,-73.77357135,POINT (-73.77357135 40.7151201)
X4977,ERS,W 237 ST & HUDSON PWAY SVC RD,10463,Bronx,BX08,11,40.88849798,-73.91085275,POINT (-73.91085275 40.88849798)
X3689,ERS,BRONX BLVD & E 226 ST,10467,Bronx,BX12,12,40.88971678,-73.86381256,POINT (-73.86381256 40.88971678)
X3659,ERS,EASTCHESTER RD & CHESTER ST,10469,Bronx,BX12,12,40.87895554,-73.84741117,POINT (-73.84741117 40.87895554)
M1310,ERS,RIVERSIDE DR & W 106 ST,10025,Manhattan,MN07,6,40.80226501,-73.97004742,POINT (-73.97004742 40.80226501)
Q4525,BARS,14 RD & 120 ST,11356,Queens,QN07,19,40.78482169,-73.84769441,POINT (-73.84769441 40.78482169)
R1518,ERS,GANSEVOORT BLVD & HOLDEN BLVD,10314,Staten Island,SI02,49,40.6042401,-74.12661082,POINT (-74.12661082 40.6042401)
R0848,ERS,SENECA AVE & OSWEGO ST,10301,Staten Island,SI01,49,40.61285524,-74.10263353,POINT (-74.10263353 40.61285524)
B2505,ERS,WEBSTER AVE & E 8 ST,11230,Brooklyn,BK14,40,40.63351656,-73.96939059,POINT (-73.96939059 40.63351656)
X3932,ERS,FARADAY AVE & POST RD,10471,Bronx,BX08,11,40.90425183,-73.89741611,POINT (-73.89741611 40.90425183)
Q1083,BARS,EDGEMERE AVE & FERNSIDE PL,11691,Queens,QN14,31,40.59719408,-73.75710864,POINT (-73.75710864 40.59719408)
Q5537,BARS,HILLSIDE AVE & 216 ST,11427,Queens,QN13,23,40.72757786,-73.74842294,POINT (-73.74842294 40.72757786)
Q7739,BARS,25 AVE & 91ST ST,11369,Queens,QN03,22,40.76393466,-73.87836419,POINT (-73.87836419 40.76393466)
Q1149,BARS,BAYSWATER AVE & BAY 25 ST,11691,Queens,QN14,31,40.6066505,-73.76403431,POINT (-73.76403431 40.6066505)
B1424,ERS,27 ST 300' W OF 3 AVE,11232,Brooklyn,BK07,38,40.66112865,-74.00215563,POINT (-74.00215563 40.66112865)
R3866,BARS,BENNINGTON ST & ROBINSON AVE,10308,Staten Island,SI03,51,40.54120994,-74.15524888,POINT (-74.15524888 40.54120994)
Q4291,ERS,CALDWELL AVE & 78 ST,11379,Queens,QN05,30,40.72523705,-73.88162059,POINT (-73.88162059 40.72523705)
Q7512,BARS,12 ST & 28 AVE,11102,Queens,QN01,22,40.77214533,-73.93110297,POINT (-73.93110297 40.77214533)
R2430,BARS,MEISNER AVE & SCHEFFELIN AVE/RVFD,10306,Staten Island,SI02,50,40.58037597,-74.13150749,POINT (-74.13150749 40.58037597)
R4794,ERS,BARTOW AVE & PAGE AVE,10307,Staten Island,SI03,51,40.50916606,-74.23055753,POINT (-74.23055753 40.50916606)
B0527,ERS,ATLANTIC AVE & HENRY ST,11201,Brooklyn,BK06,39,40.69075777,-73.99623278,POINT (-73.99623278 40.69075777)
B0850,ERS,HOPKINSON AVE/BOYLAND ST & CHAUNCEY ST,11233,Brooklyn,BK16,41,40.68199877,-73.91417203,POINT (-73.91417203 40.68199877)
Q0238,BARS,PARKING LOT ENT BLDG 151 J A L,11430,Queens,JFK,31,40.65211908,-73.81182176,POINT (-73.81182176 40.65211908)
B3078,ERS,FILLMORE AVE & KIMBALL ST,11234,Brooklyn,BK18,46,40.61324531,-73.93027953,POINT (-73.93027953 40.61324531)
R3831,ERS,LINDENWOOD RD & SCHOOL ST,10308,Staten Island,SI03,51,40.54826937,-74.15229879,POINT (-74.15229879 40.54826937)
R4789,ERS,PAGE AVE & WATERFRONT,10307,Staten Island,SI03,51,40.50300174,-74.22844696,POINT (-74.22844696 40.50300174)
R4228,ERS,WOODS OF ARDEN RD & WAKEFIELD RD,10312,Staten Island,SI03,51,40.52974687,-74.15755379,POINT (-74.15755379 40.52974687)
B3250,ERS,AVENUE Y & HARING ST,11235,Brooklyn,BK15,48,40.59178976,-73.93923856,POINT (-73.93923856 40.59178976)
Q5899,ERS,FRANCIS LEWIS BLVD & HOOK CREEK BLVD,11422,Queens,QN13,31,40.65491886,-73.72638624,POINT (-73.72638624 40.65491886)
M0826,ERS,LEXINGTON AVE & E 47 ST,10017,Manhattan,MN05,4,40.75461877,-73.97373411,POINT (-73.97373411 40.75461877)
B2271,ERS,CHURCH LA & E 85 ST,11236,Brooklyn,BK18,46,40.63552192,-73.90715713,POINT (-73.90715713 40.63552192)
R2043,ERS,LINCOLN AVE & LISBON PL,10306,Staten Island,SI02,50,40.58011496,-74.11005987,POINT (-74.11005987 40.58011496)
X3882,ERS,WILDER AVE & E 241 ST,10466,Bronx,BX12,12,40.90183775,-73.84547102,POINT (-73.84547102 40.90183775)
R0577,ERS,COLLEGE AVE & ALABAMA PL,10314,Staten Island,SI01,50,40.62136935,-74.12725007,POINT (-74.12725007 40.62136935)
Q5370,BARS,LINDEN BLVD & 203 ST,11412,Queens,QN12,27,40.69524542,-73.74904045,POINT (-73.74904045 40.69524542)
Q4341,BARS,33 AVE & 156 ST,11354,Queens,QN07,19,40.76840322,-73.80854589,POINT (-73.80854589 40.76840322)
R0368,ERS,N BURGHER AVE 400' N OF DELAFIELD AVE,10310,Staten Island,SI01,49,40.63212334,-74.11403371,POINT (-74.11403371 40.63212334)
Q5182,ERS,MYRTLE AVE & WOODHAVEN BLVD,11385,Queens,QN05,30,40.7025955,-73.85529276,POINT (-73.85529276 40.7025955)
Q5353,BARS,HOLLIS AVE & 196 ST,11412,Queens,QN12,27,40.7065427,-73.76167996,POINT (-73.76167996 40.7065427)
R3221,BARS,RIDGEWOOD AVE & KATAN AVE,10312,Staten Island,SI03,51,40.55105494,-74.16386861,POINT (-74.16386861 40.55105494)
R4246,BARS,ARDEN AVE & JANSEN ST,10312,Staten Island,SI03,51,40.53410482,-74.16485862,POINT (-74.16485862 40.53410482)
Q7216,BARS,GREENPOINT AVE 500' NE OF REVIEW AVE,11101,Queens,QN02,26,40.73472108,-73.93721075,POINT (-73.93721075 40.73472108)
M1372,ERS,BROADWAY & W 114 ST,10025,Manhattan,MN09,7,40.80670632,-73.96484783,POINT (-73.96484783 40.80670632)
M0162,ERS,MULBERRY ST & BAYARD ST,10013,Manhattan,MN03,1,40.71591771,-73.99932042,POINT (-73.99932042 40.71591771)
Q7898,ERS,37 AVE & 87 ST,11372,Queens,QN03,25,40.75023651,-73.87966197,POINT (-73.87966197 40.75023651)
R1566,ERS,WINDSOR RD & WINDSOR CT,10301,Staten Island,SI01,49,40.61227918,-74.11539434,POINT (-74.11539434 40.61227918)
M1554,ERS,ST NICHOLAS AVE & W 134 ST,10027,Manhattan,MN09,9,40.8163743,-73.94835602,POINT (-73.94835602 40.8163743)
B1619,ERS,RALPH AVE & DEAN ST,11233,Brooklyn,BK16,41,40.67534855,-73.92197495,POINT (-73.92197495 40.67534855)
Q3831,BARS,58 AVE & SPRINGFIELD BLVD,11364,Queens,QN11,23,40.75075827,-73.75782746,POINT (-73.75782746 40.75075827)
Q3271,ERS,49 AVE & 111 ST,11368,Queens,QN04,21,40.74618195,-73.85292354,POINT (-73.85292354 40.74618195)
X2107,ERS,WILLOW AVE & E 132 ST,10454,Bronx,BX01,17,40.80034166,-73.91418906,POINT (-73.91418906 40.80034166)
B0352,ERS,MARCY AVE & WALTON ST,11206,Brooklyn,BK01,33,40.70092236,-73.95128819,POINT (-73.95128819 40.70092236)
R0973,BARS,DE HART AVE & WALLOON ST,10303,Staten Island,SI01,49,40.6325076,-74.15707595,POINT (-74.15707595 40.6325076)
Q8581,ERS,92 AVE & 95 ST,11421,Queens,QN09,32,40.68960166,-73.8485294,POINT (-73.8485294 40.68960166)
R0175,ERS,KISSEL AVE & CASTLETON AVE,10310,Staten Island,SI01,49,40.63469898,-74.10454839,POINT (-74.10454839 40.63469898)
Q1566,BARS,58 AVE & 197 ST,11365,Queens,QN11,20,40.7448004,-73.77950758,POINT (-73.77950758 40.7448004)
M1349,ERS,5 AVE & E 112 ST,10026,Manhattan,MN11,9,40.79812922,-73.94831125,POINT (-73.94831125 40.79812922)
B3621,ERS,BRIGHTON BEACH AVE & BRIGHTON 13 ST,11235,Brooklyn,BK13,48,40.57810785,-73.95674858,POINT (-73.95674858 40.57810785)
Q7120,BARS,44 AVE & 9 ST,11101,Queens,QN02,26,40.75043354,-73.95147219,POINT (-73.95147219 40.75043354)
B3944,ERS,GRAND AVE & LEFFERTS PL,11238,Brooklyn,BK02,35,40.6814347,-73.96142366,POINT (-73.96142366 40.6814347)
Q6693,BARS,RICHLAND AVE & 212 ST,11364,Queens,QN11,23,40.73538413,-73.75977841,POINT (-73.75977841 40.73538413)
Q3663,BARS,50 AVE & 190 ST,11365,Queens,QN11,20,40.74744717,-73.78778265,POINT (-73.78778265 40.74744717)
M0280,ERS,ALLEN ST & DELANCEY ST,10002,Manhattan,MN03,1,40.71924102,-73.99048098,POINT (-73.99048098 40.71924102)
Q3412,BARS,NORTHERN BLVD & 62 ST,11377,Queens,QN02,26,40.75399131,-73.90030276,POINT (-73.90030276 40.75399131)
Q7891,ERS,35 AVE & 92 ST,11372,Queens,QN03,25,40.75276302,-73.87538616,POINT (-73.87538616 40.75276302)
R0441,ERS,HARDY ST & PRINCE ST,10304,Staten Island,SI01,49,40.61802324,-74.08263838,POINT (-74.08263838 40.61802324)
M1083,ERS,BROADWAY & W 78 ST,10024,Manhattan,MN07,6,40.78316109,-73.98047373,POINT (-73.98047373 40.78316109)
B2859,ERS,20 AVE & 63 ST,11204,Brooklyn,BK11,47,40.61768416,-73.98465158,POINT (-73.98465158 40.61768416)
Q5411,BARS,JORDAN AVE & WOOD ST,11412,Queens,QN12,27,40.69820014,-73.76879277,POINT (-73.76879277 40.69820014)
R1286,ERS,WEST FINGERBOARD RD & ALLENDALE RD,10305,Staten Island,SI02,50,40.6013851,-74.07921937,POINT (-74.07921937 40.6013851)
R3922,BARS,ARTHUR KILL RD & ELLIS PL/PORT MOBIL,10309,Staten Island,SI03,51,40.54114188,-74.237458,POINT (-74.237458 40.54114188)
Q1334,ERS,ROCKAWAY BEACH BLVD & BEACH 88 ST,11693,Queens,QN14,32,40.58733758,-73.81304824,POINT (-73.81304824 40.58733758)
B3971,ERS,CLASSON AVE & QUINCY ST,11238,Brooklyn,BK03,35,40.6859503,-73.95942259,POINT (-73.95942259 40.6859503)
Q7498,BARS,28 RD & 31 ST,11102,Queens,QN01,22,40.76811353,-73.92033084,POINT (-73.92033084 40.76811353)
Q2923,BARS,W/S VAN WYCK EXT APP 800' N OF 136,11367,Queens,,24,40.73152682,-73.83512175,POINT (-73.83512175 40.73152682)
Q8667,ERS,120 AVE & 153 ST,11434,Queens,QN12,28,40.6783574,-73.7889063,POINT (-73.7889063 40.6783574)
X3583,ERS,HILLMAN AVE & VAN CORTLANDT PK S,10471,Bronx,,11,40.88468575,-73.88984702,POINT (-73.88984702 40.88468575)
Q2855,ERS,142 AVE & BROOKVILLE BLVD,11422,Queens,QN13,31,40.66411014,-73.74044281,POINT (-73.74044281 40.66411014)
Q7761,BARS,31 AVE & 78 ST,11370,Queens,QN03,22,40.7588409,-73.88974963,POINT (-73.88974963 40.7588409)
R0682,BARS,LILY POND AVE & GALESVILLE COURT,10305,Staten Island,SI02,50,40.59786223,-74.062896,POINT (-74.062896 40.59786223)
X3905,ERS,HUDSON PWAY E & W 250 ST,10471,Bronx,BX08,11,40.89752385,-73.90760757,POINT (-73.90760757 40.89752385)
B1473,ERS,7 AVE & 41 ST,11232,Brooklyn,BK07,38,40.64748739,-74.00066217,POINT (-74.00066217 40.64748739)
B0097,BARS,RODNEY ST & AINSLIE ST,11211,Brooklyn,BK01,34,40.71312343,-73.95349881,POINT (-73.95349881 40.71312343)
B0797,ERS,BROADWAY & ARION PLACE,11206,Brooklyn,BK03,36,40.69783119,-73.93675979,POINT (-73.93675979 40.69783119)
Q5475,BARS,87 AVE & RANGE ST,11427,Queens,QN13,23,40.73098273,-73.73402308,POINT (-73.73402308 40.73098273)
Q9727,BARS,69 AVE & 181 ST,11365,Queens,QN08,24,40.73356267,-73.79024863,POINT (-73.79024863 40.73356267)
B2232,ERS,DITMAS AVE & E 93 ST,11236,Brooklyn,BK17,42,40.64952148,-73.91253589,POINT (-73.91253589 40.64952148)
Q4188,ERS,METROPOLITAN AVE & RENE CT,11378,Queens,QN05,34,40.71315345,-73.91022283,POINT (-73.91022283 40.71315345)
Q9182,ERS,64 AVE & 108 ST,11375,Queens,QN06,29,40.73294184,-73.84960405,POINT (-73.84960405 40.73294184)
X3355,ERS,VALENTINE AVE & E FORDHAM RD,10458,Bronx,BX07,15,40.86225834,-73.89588387,POINT (-73.89588387 40.86225834)
B1032,ERS,ALBANY AVE & CROWN ST,11213,Brooklyn,BK09,35,40.66568799,-73.93976138,POINT (-73.93976138 40.66568799)
B0854,ERS,SARATOGA AVE & MAC DONOUGH ST,11233,Brooklyn,BK16,41,40.68403405,-73.91741294,POINT (-73.91741294 40.68403405)
Q5502,BARS,89 AVE & 207 ST,11427,Queens,QN13,23,40.72003506,-73.7575141,POINT (-73.7575141 40.72003506)
Q7878,BARS,B'WAY & 63 ST,11377,Queens,QN02,26,40.74992252,-73.89933419,POINT (-73.89933419 40.74992252)
Q2126,ERS,95 AVE & 90 ST,11416,Queens,QN09,32,40.68590209,-73.85168977,POINT (-73.85168977 40.68590209)
R3526,ERS,ARTHUR KILL RD & CARLYLE CT,10312,Staten Island,SI03,51,40.55717437,-74.19933372,POINT (-74.19933372 40.55717437)
B2683,ERS,6 AVE & 50 ST,11220,Brooklyn,BK07,38,40.64377629,-74.00811636,POINT (-74.00811636 40.64377629)
Q6359,BARS,38 RD & EAST DR,11363,Queens,QN11,19,40.7726225,-73.74712209,POINT (-73.74712209 40.7726225)
M0516,ERS,GREENWICH AVE & PERRY ST,10014,Manhattan,MN02,3,40.73592645,-74.00072171,POINT (-74.00072171 40.73592645)
Q5459,BARS,JAMAICA AVE & 193 ST,11423,Queens,QN12,23,40.71331678,-73.76701302,POINT (-73.76701302 40.71331678)
X3734,ERS,CORLEAR AVE & W 231 ST,10463,Bronx,BX08,11,40.88039704,-73.90763851,POINT (-73.90763851 40.88039704)
Q9602,ERS,JAMAICA AVE & 102 ST,11418,Queens,QN09,32,40.69515699,-73.84539661,POINT (-73.84539661 40.69515699)
Q6962,BARS,32 AVE & 155 ST,11354,Queens,QN07,19,40.76985472,-73.80929149,POINT (-73.80929149 40.76985472)
X4396,ERS,FT OF ERSKINE PL/CO-OP CITY,10475,Bronx,BX10,12,40.8620835,-73.82027832,POINT (-73.82027832 40.8620835)
B0886,ERS,STUYVESANT AVE & MACON ST,11233,Brooklyn,BK03,36,40.68310035,-73.9320867,POINT (-73.9320867 40.68310035)
Q4769,ERS,88 AVE & 153 ST,11432,Queens,QN12,24,40.70625471,-73.80404836,POINT (-73.80404836 40.70625471)
R1818,BARS,LIBERTY AVE & LACONIA AVE,10305,Staten Island,SI02,50,40.58505665,-74.09089318,POINT (-74.09089318 40.58505665)
B0278,BARS,GRAND ST & CATHERINE ST,11211,Brooklyn,BK01,34,40.71278274,-73.93724804,POINT (-73.93724804 40.71278274)
Q3401,ERS,WILLETS POINT BLVD & PARSONS BLVD,11357,Queens,QN07,20,40.77674307,-73.82433102,POINT (-73.82433102 40.77674307)
R0638,BARS,NARROWS RD S & GRASMERE DR,10305,Staten Island,SI02,50,40.60499195,-74.07365022,POINT (-74.07365022 40.60499195)
R2482,ERS,GELDNER AVE 100' N OF ST STEPHENS PL,10306,Staten Island,SI02,50,40.57636733,-74.12226055,POINT (-74.12226055 40.57636733)
Q3503,ERS,60 AVE & 134 ST,11355,Queens,QN07,20,40.74372509,-73.83176662,POINT (-73.83176662 40.74372509)
M1060,ERS,76 ST OPP CHEROKEE PL,10021,Manhattan,MN08,5,40.76891203,-73.95045326,POINT (-73.95045326 40.76891203)
Q9504,ERS,WOODHAVEN BLVD & 63 AVE,11374,Queens,QN06,30,40.72443593,-73.8692927,POINT (-73.8692927 40.72443593)
B1700,ERS,JACKIE ROBINSON PKWAY & BULWER PL,11207,Brooklyn,BK05,37,40.68431555,-73.89475994,POINT (-73.89475994 40.68431555)
Q3301,BARS,W/S CLEARVIEW XWAY & UNION TPK,11427,Queens,QN08,23,40.73225481,-73.76636976,POINT (-73.76636976 40.73225481)
R1143,ERS,ARLINGTON AVE & ARLINGTON PL,10303,Staten Island,SI01,49,40.63587613,-74.16750788,POINT (-74.16750788 40.63587613)
